Date,Close,Open,High,Low,Vol.,Change %
25-06-19,27163.4,26287.1,27192.6,26170.3,5.19M,2.99%
26-06-19,26958.9,27163.4,27163.4,26929.7,1.61M,-0.75%
27-06-19,26520.8,26900.5,26929.7,26462.4,1.94M,-1.63%
28-06-19,26579.2,26520.8,26871.3,26228.7,3.93M,0.22%
01-07-19,27513.9,26871.3,27513.9,26812.9,4.05M,3.52%
02-07-19,27397,27455.5,27747.5,27251,2.54M,-0.42%
03-07-19,27338.6,27280.2,27397,27192.6,2.02M,-0.21%
04-07-19,27426.2,27455.5,27572.3,27338.6,2.02M,0.32%
05-07-19,27221.8,27338.6,27455.5,27105,1.81M,-0.75%
08-07-19,27046.5,27163.4,27397,26900.5,2.07M,-0.64%
09-07-19,27309.4,27046.5,27367.8,26929.7,1.58M,0.97%
10-07-19,27484.7,27426.2,27718.3,27338.6,2.03M,0.64%
11-07-19,27455.5,27543.1,27601.5,27338.6,1.36M,-0.11%
12-07-19,27455.5,27513.9,27718.3,27338.6,1.97M,0.00%
15-07-19,27630.7,27426.2,27776.7,27367.8,1.87M,0.64%
16-07-19,27630.7,27659.9,27922.8,27601.5,1.84M,0.00%
17-07-19,27484.7,27630.7,27747.5,27455.5,2.05M,-0.53%
18-07-19,27338.6,27455.5,27513.9,27338.6,1.64M,-0.53%
19-07-19,28156.4,27426.2,28214.9,27397,4.46M,2.99%
22-07-19,28244.1,28156.4,28419.3,28010.4,2.79M,0.31%
23-07-19,28506.9,28331.7,28506.9,28098,1.51M,0.93%
24-07-19,28390.1,28828.2,28857.4,28390.1,3.10M,-0.41%
25-07-19,28419.3,28390.1,28594.6,28331.7,1.84M,0.10%
26-07-19,28506.9,28331.7,28506.9,28244.1,1.66M,0.31%
29-07-19,28390.1,28506.9,28506.9,28156.4,1.79M,-0.41%
30-07-19,27922.8,28390.1,28390.1,27864.4,3.32M,-1.65%
31-07-19,28273.3,27922.8,28273.3,27747.5,1.76M,1.26%
01-08-19,28244.1,28273.3,28390.1,28156.4,1.53M,-0.10%
02-08-19,28506.9,28068.8,28623.8,27952,2.30M,0.93%
05-08-19,28623.8,28623.8,29091.1,28506.9,3.69M,0.41%
06-08-19,28594.6,28156.4,28799,28156.4,2.07M,-0.10%
07-08-19,29061.9,28623.8,29061.9,28594.6,1.98M,1.63%
08-08-19,29383.2,29120.3,29558.4,29120.3,3.31M,1.11%
09-08-19,29850.5,29383.2,30025.8,29207.9,2.78M,1.59%
12-08-19,30551.5,29850.5,30726.7,29616.8,2.89M,2.35%
13-08-19,30668.3,30434.7,31077.2,30201,3.55M,0.38%
14-08-19,31077.2,30960.4,31369.3,30843.6,3.50M,1.33%
15-08-19,31553.5,30898.6,31553.5,30601,3.53M,1.53%
16-08-19,30958.2,31553.5,32803.7,30958.2,7.19M,-1.89%
19-08-19,31196.3,30958.2,31374.9,30481.9,4.52M,0.77%
20-08-19,32148.9,31196.3,32148.9,31196.3,3.61M,3.05%
21-08-19,31910.7,32208.4,32446.5,31791.7,2.87M,-0.74%
22-08-19,31553.5,31910.7,32327.5,31494,3.00M,-1.12%
23-08-19,32387,31613.1,32387,31315.4,2.96M,2.64%
26-08-19,31970.3,31851.2,32267.9,31851.2,2.79M,-1.29%
27-08-19,31434.4,32148.9,32327.5,31434.4,2.49M,-1.68%
28-08-19,31017.7,31553.5,31672.6,31017.7,2.44M,-1.33%
29-08-19,31374.9,31077.2,31434.4,30898.6,1.54M,1.15%
30-08-19,31613.1,31553.5,31791.7,31494,1.12M,0.76%
03-09-19,31970.3,31553.5,32148.9,31553.5,2.16M,1.13%
04-09-19,31672.6,31970.3,32267.9,31553.5,2.63M,-0.93%
05-09-19,31315.4,31791.7,31851.2,31315.4,1.97M,-1.13%
06-09-19,31494,31494,31672.6,31136.8,1.81M,0.57%
09-09-19,32029.8,31553.5,32387,31255.8,3.98M,1.70%
10-09-19,32148.9,32267.9,32387,31910.7,2.75M,0.37%
11-09-19,32208.4,32148.9,32267.9,31791.7,1.87M,0.19%
12-09-19,33637.2,32387,33637.2,32387,6.03M,4.44%
13-09-19,33815.8,33637.2,34173.1,33518.2,3.37M,0.53%
16-09-19,34351.7,33875.4,34530.3,33756.3,2.13M,1.58%
17-09-19,34292.1,34113.5,34589.8,33994.4,1.90M,-0.17%
18-09-19,33577.7,34470.7,34470.7,33518.2,4.11M,-2.08%
19-09-19,34411.2,33696.8,34411.2,33458.6,2.27M,2.48%
20-09-19,34649.3,34351.7,35006.5,34292.1,2.22M,0.69%
23-09-19,33637.2,34530.3,34708.9,33637.2,3.67M,-2.92%
24-09-19,33458.6,33577.7,33934.9,33220.5,4.03M,-0.53%
25-09-19,34173.1,33518.2,34173.1,33399.1,2.29M,2.14%
26-09-19,34351.7,34351.7,34530.3,34054,1.58M,0.52%
27-09-19,34827.9,34292.1,35006.5,34173.1,3.98M,1.39%
30-09-19,34351.7,35304.2,35423.3,34351.7,3.49M,-1.37%
